age,loyalty_tier,category,supplier_country,sales_channel,payment_method,quantity,unit_price,discount_pct,shipping_cost,return_flag,review_score,reported_order_total,delivery_time_days,order_month,order_weekday,customer_tenure_days,delayed_delivery_flag,discount_value,final_order_value,avg_item_cost,high_value_order,low_review_flag,shipping_ratio
34.0,,electronics,pakistan,mkt place,cod,1.0,29.91,10.0,0.84,0.0,3.0,27.76,5,5,6,0,0,2.991,26.919,26.919,0,0,0.031204725286972
31.0,bronze,electronics,pakistan,website,paypal,5.0,23.07,15.0,5.98,0.0,5.0,98.05,306,5,6,0,1,17.3025,98.0475,19.6095,1,0,0.0609908462734898
23.0,,baby,pakistan,mobile-app,cc,1.0,12.81,20.0,8.17,0.0,5.0,18.42,5,1,1,0,0,2.562,10.248,10.248,0,0,0.7972287275565964
54.0,,electronics,pakistan,website,credit card,1.0,17.19,0.0,5.31,0.0,4.0,22.5,5,5,6,0,0,0.0,17.19,17.19,0,0,0.3089005235602093
52.0,,electronics,china,website,debit card,4.0,25.84,10.0,0.0,1.0,4.0,93.02,5,9,0,88,0,10.336,93.024,23.256,1,0,0.0
43.0,bronze,kitchen,china,marketplace,cc,1.0,16.11,0.0,5.41,0.0,3.0,21.52,287,5,6,0,1,0.0,16.11,16.11,0,0,0.3358162631905649
64.0,bronze,kitchen,pakistan,website,cc,1.0,21.25,5.0,7.41,0.0,5.0,27.6,949,5,6,0,1,1.0625,20.1875,20.1875,0,0,0.3670588235294117
59.0,platinum,home,china,mobile app,cc,4.0,17.31,25.0,6.57,0.0,5.0,58.5,5,5,6,0,0,17.31,51.92999999999999,12.982499999999998,1,0,0.1265164644714038
56.0,silver,baby,uae,,cash on delivery,2.0,72.87,5.0,8.91,0.0,5.0,154.65,5,5,6,0,0,7.287000000000001,138.453,69.2265,1,0,0.0643539684947238
54.0,,kitchen,australia,mkt place,cc,2.0,15.5,5.0,9.83,1.0,4.0,39.28,5,4,6,0,0,1.55,29.45,14.725,0,0,0.333786078098472
70.0,bronze,electronics,pakistan,mobile app,bank transfer,4.0,28.14,0.0,8.83,0.0,2.0,121.39,5,5,6,0,0,0.0,112.56,28.14,1,1,0.0784470504619758
57.0,bronze,kitchen,pakistan,,credit card,2.0,13.68,10.0,5.98,0.0,5.0,24.62,5,5,6,0,0,2.736,24.624,12.312,0,0,0.2428525016244314
48.0,,beauty,china,mobile app,cc,1.0,8.68,0.0,4.19,0.0,1.0,12.87,10,4,5,0,1,0.0,8.68,8.68,0,1,0.4827188940092166
70.0,gold,beauty,uae,call center,cod,1.0,15.65,10.0,5.42,1.0,5.0,19.51,281,5,6,0,1,1.565,14.085,14.085,0,0,0.3848065317713879
22.0,bronze,kitchen,pakistan,call center,bank transfer,2.0,14.79,0.0,14.21,1.0,5.0,43.79,1020,5,6,0,1,0.0,29.58,14.79,0,0,0.4803921568627451
50.0,bronze,electronics,china,website,paypal,1.0,23.57,20.0,9.61,1.0,5.0,28.47,5,2,0,242,0,4.714,18.856,18.856,0,0,0.5096521001272803
61.0,bronze,kitchen,china,mkt place,credit card,1.0,37.71,5.0,2.53,0.0,4.0,38.35,447,5,6,0,1,1.8855,35.8245,35.8245,1,0,0.0706220603218467
53.0,bronze,beauty,china,mkt place,cc,3.0,11.25,5.0,10.43,1.0,4.0,42.49,5,5,6,489,0,1.6875,32.0625,10.6875,0,0,0.3253021442495126
21.0,,home,china,mobile app,credit card,1.0,25.59,50.0,6.6,1.0,4.0,19.39,0,5,6,0,0,12.795,12.795,12.795,0,0,0.5158264947245017
43.0,platinum,electronics,pakistan,mobile app,,2.0,17.41,50.0,9.77,0.0,1.0,40.52,5,5,6,214,0,17.41,17.41,8.705,0,1,0.5611717403790925
31.0,,electronics,china,,cc,1.0,27.73,10.0,4.06,1.0,4.0,29.02,851,5,6,0,1,2.773,24.957,24.957,0,0,0.1626798092719477
37.0,,beauty,china,,paypal,3.0,14.76,0.0,2.66,0.0,4.0,40.52,5,2,5,0,0,0.0,44.28,14.76,1,0,0.0600722673893405
66.0,,kitchen,australia,website,credit card,2.0,21.95,0.0,8.48,0.0,2.0,52.38,348,5,6,0,1,0.0,43.9,21.95,1,1,0.1931662870159453
39.0,silver,electronics,china,,bank transfer,10.0,22.72,15.0,3.2,0.0,2.0,196.32,500,5,6,0,1,34.08,193.12,19.312,1,1,0.0165700082850041
22.0,,beauty,china,mobile app,debit card,3.0,13.89,0.0,4.87,0.0,5.0,46.54,5,5,6,0,0,0.0,41.67,13.89,1,0,0.1168706503479721
56.0,,home,china,mobile-app,credit card,1.0,43.96,0.0,6.29,1.0,3.0,50.25,5,5,6,0,0,0.0,43.96,43.96,1,0,0.1430846223839854
43.0,platinum,beauty,china,mobile-app,credit card,2.0,11.12,0.0,9.62,0.0,3.0,31.86,5,5,6,0,0,0.0,22.24,11.12,0,0,0.4325539568345323
54.0,,kitchen,pakistan,mobile-app,cc,1.0,17.03,20.0,8.6,1.0,5.0,22.22,5,5,6,0,0,3.406,13.624,13.624,0,0,0.631238990017616
33.0,gold,kitchen,china,website,debit card,1.0,15.92,0.0,6.0,0.0,3.0,21.92,5,8,0,0,0,0.0,15.92,15.92,0,0,0.3768844221105528
45.0,silver,baby,pakistan,mobile-app,,3.0,9.73,0.0,5.38,0.0,4.0,34.57,5,1,1,0,0,0.0,29.19,9.73,0,0,0.184309695101062
46.0,,kitchen,china,mkt place,paypal,3.0,27.94,0.0,9.1,0.0,5.0,92.92,5,5,6,0,0,0.0,83.82000000000001,27.94,1,0,0.1085659747077069
62.0,bronze,kitchen,china,mkt place,bank transfer,1.0,12.63,5.0,4.21,0.0,5.0,16.21,5,5,6,0,0,0.6315000000000001,11.9985,11.9985,0,0,0.3508771929824561
28.0,,beauty,pakistan,mobile-app,debit card,2.0,7.89,5.0,3.88,0.0,6.0,18.87,5,5,6,0,0,0.7889999999999999,14.991,7.4955,0,0,0.2588219598425722
25.0,gold,beauty,pakistan,mkt place,paypal,3.0,26.92,20.0,2.53,1.0,3.0,67.14,5,5,6,839,0,16.152,64.608,21.536,1,0,0.0391592372461614
63.0,silver,baby,pakistan,website,paypal,4.0,8.38,10.0,2.42,0.0,3.0,32.59,5,12,3,889,0,3.3520000000000003,30.168000000000003,7.542000000000001,0,0,0.0802174489525324
20.0,,beauty,uae,mkt place,cc,3.0,16.89,0.0,1.2,0.0,1.0,51.87,5,1,6,0,0,0.0,50.67,16.89,1,1,0.0236826524570751
51.0,bronze,baby,pakistan,website,debit card,3.0,17.51,0.0,1.59,1.0,6.0,54.12,5,5,6,0,0,0.0,52.53,17.51,1,0,0.0302684180468303
70.0,gold,beauty,pakistan,marketplace,cod,2.0,7.72,20.0,0.45,1.0,3.0,12.8,5,5,4,0,0,3.088,12.352,6.176,0,0,0.036431347150259
49.0,silver,kitchen,pakistan,website,credit card,1.0,23.05,0.0,16.78,1.0,4.0,39.83,5,5,6,581,0,0.0,23.05,23.05,0,0,0.7279826464208243
56.0,gold,home,china,,credit card,3.0,22.91,5.0,11.97,1.0,2.0,80.7,937,5,6,0,1,3.436500000000001,65.29350000000001,21.7645,1,1,0.1833260584897424
74.0,bronze,baby,pakistan,website,credit card,4.0,15.67,10.0,5.18,0.0,4.0,61.59,110,5,6,0,1,6.268,56.412,14.103,1,0,0.0918244345174785
74.0,platinum,baby,pakistan,website,bank transfer,1.0,16.66,0.0,6.79,1.0,1.0,23.45,7,1,1,208,0,0.0,16.66,16.66,0,1,0.407563025210084
41.0,,kitchen,pakistan,website,paypal,1.0,23.29,0.0,14.69,0.0,2.0,37.98,5,5,6,0,0,0.0,23.29,23.29,0,1,0.630742808072134
72.0,silver,kitchen,pakistan,marketplace,debit card,1.0,32.58,5.0,5.02,1.0,3.0,35.97,5,4,0,0,0,1.6289999999999998,30.951,30.951,0,0,0.1621918516364576
34.0,,kitchen,pakistan,mkt place,bank transfer,1.0,19.99,0.0,7.47,0.0,4.0,27.46,0,5,6,675,0,0.0,19.99,19.99,0,0,0.3736868434217109
24.0,platinum,home,pakistan,mobile app,paypal,1.0,20.3,5.0,2.21,0.0,4.0,21.5,5,5,6,0,0,1.015,19.285,19.285,0,0,0.1145968369198859
36.0,bronze,electronics,pakistan,website,,4.0,27.14,20.0,4.81,0.0,4.0,91.66,1004,5,6,0,1,21.712,86.848,21.712,1,0,0.0553841193809874
45.0,,beauty,china,mobile app,bank transfer,3.0,29.17,5.0,3.65,0.0,6.0,86.78,6,1,2,580,0,4.3755,83.1345,27.7115,1,0,0.0439047567496045
72.0,bronze,home,china,mkt place,bank transfer,20.0,60.88,10.0,7.7,0.0,5.0,1103.54,5,5,6,0,0,121.76000000000002,1095.84,54.79200000000001,1,0,0.0070265732223682
35.0,silver,beauty,uae,mobile app,bank transfer,1.0,16.46,5.0,8.99,0.0,5.0,25.45,0,5,6,0,0,0.8230000000000001,15.637,15.637,0,0,0.5749184626207073
69.0,gold,electronics,pakistan,marketplace,cod,1.0,69.49,0.0,4.33,0.0,5.0,73.82,0,2,2,587,0,0.0,69.49,69.49,1,0,0.0623111239027198
51.0,gold,home,china,website,credit card,4.0,18.84,10.0,5.81,0.0,3.0,73.63,310,5,6,0,1,7.536,67.824,16.956,1,0,0.0856628921915546
39.0,gold,electronics,pakistan,mobile app,debit card,1.0,30.32,0.0,8.38,1.0,5.0,38.7,5,10,0,473,0,0.0,30.32,30.32,0,0,0.2763852242744063
30.0,platinum,home,china,website,cc,2.0,74.86,5.0,7.56,1.0,4.0,149.79,873,5,6,0,1,7.486000000000001,142.234,71.117,1,0,0.0531518483625574
66.0,,kitchen,china,mkt place,debit card,3.0,30.94,0.0,5.97,0.0,1.0,98.79,5,5,6,0,0,0.0,92.82,30.94,1,1,0.0643180349062702
52.0,gold,baby,pakistan,mobile app,,1.0,18.75,5.0,2.55,0.0,4.0,20.36,5,5,6,0,0,0.9375,17.8125,17.8125,0,0,0.1431578947368421
70.0,gold,beauty,uae,mobile app,credit card,1.0,17.88,0.0,8.0,0.0,1.0,25.88,2,10,4,0,0,0.0,17.88,17.88,0,1,0.447427293064877
54.0,bronze,electronics,china,call center,debit card,1.0,20.25,0.0,2.73,0.0,5.0,22.98,0,5,6,39,0,0.0,20.25,20.25,0,0,0.1348148148148148
63.0,gold,kitchen,australia,call center,bank transfer,1.0,16.45,20.0,10.68,0.0,3.0,23.84,0,5,6,0,0,3.29,13.16,13.16,0,0,0.8115501519756838
34.0,bronze,baby,pakistan,mkt place,cod,1.0,21.43,5.0,5.1,1.0,5.0,26.53,5,5,6,0,0,1.0715,20.3585,20.3585,0,0,0.2505096151484637
42.0,bronze,kitchen,china,mkt place,credit card,1.0,24.89,0.0,10.33,1.0,6.0,35.22,5,5,6,0,0,0.0,24.89,24.89,0,0,0.4150261149055845
38.0,,baby,pakistan,call center,debit card,2.0,18.18,5.0,7.88,0.0,1.0,42.42,5,5,6,0,0,1.818,34.542,17.271,1,1,0.2281280759654912
62.0,gold,home,australia,mobile-app,cash on delivery,4.0,43.77,10.0,7.86,1.0,4.0,40.52,881,5,6,0,1,17.508000000000003,157.572,39.393,1,0,0.0498819587236311
21.0,platinum,beauty,uae,call center,credit card,1.0,18.36,0.0,4.57,0.0,3.0,22.93,5,5,6,0,0,0.0,18.36,18.36,0,0,0.2489106753812636
71.0,,beauty,china,website,bank transfer,3.0,11.07,0.0,8.61,1.0,4.0,41.82,5,5,6,0,0,0.0,33.21,11.07,0,0,0.2592592592592592
75.0,bronze,beauty,china,,debit card,4.0,13.0,25.0,11.68,0.0,4.0,50.68,0,5,6,439,0,13.0,39.0,9.75,1,0,0.2994871794871794
125.0,,beauty,china,mobile app,cash on delivery,2.0,22.4,0.0,4.59,0.0,5.0,40.52,5,5,6,0,0,0.0,44.8,22.4,1,0,0.1024553571428571
75.0,bronze,kitchen,pakistan,call center,debit card,1.0,20.66,15.0,5.66,0.0,4.0,23.22,5,5,6,0,0,3.099,17.561,17.561,0,0,0.3223051079095723
31.0,platinum,electronics,china,mkt place,cod,10.0,30.69,5.0,0.0,0.0,4.0,306.9,5,3,2,0,0,15.345000000000002,291.555,29.1555,1,0,0.0
19.0,platinum,kitchen,china,call center,cod,2.0,27.34,5.0,1.22,0.0,5.0,53.17,5,2,2,0,0,2.734,51.946,25.973,1,0,0.0234859276941439
51.0,,beauty,china,marketplace,cc,10.0,38.78,25.0,4.74,0.0,4.0,295.59,5,5,6,0,0,96.95,290.85,29.085,1,0,0.0162970603403816
56.0,gold,,,mobile app,cc,2.0,13.25,10.0,6.33,1.0,4.0,30.18,5,8,6,409,0,2.65,23.85,11.925,0,0,0.2654088050314465
53.0,gold,electronics,pakistan,mobile app,credit card,2.0,25.96,5.0,6.34,0.0,4.0,55.66,5,5,6,473,0,2.596,49.324,24.662,1,0,0.1285378314816316
46.0,bronze,kitchen,pakistan,website,debit card,2.0,33.35,0.0,1.38,0.0,3.0,68.08,2,12,4,0,0,0.0,66.7,33.35,1,0,0.0206896551724137
35.0,bronze,beauty,uae,mobile-app,cc,3.0,19.15,5.0,9.99,0.0,4.0,67.44,5,5,6,402,0,2.8725,54.57749999999999,18.1925,1,0,0.18304246255325
-4.0,gold,electronics,china,call center,cash on delivery,1.0,20.2,5.0,4.39,1.0,5.0,23.58,577,5,6,0,1,1.01,19.19,19.19,0,0,0.228764981761334
69.0,gold,kitchen,pakistan,website,cod,2.0,21.07,20.0,5.35,1.0,4.0,39.06,5,5,6,0,0,8.427999999999999,33.712,16.856,0,0,0.1586971998101566
67.0,platinum,beauty,pakistan,call center,cash on delivery,1.0,9.99,0.0,0.0,1.0,6.0,9.99,5,9,3,0,0,0.0,9.99,9.99,0,0,0.0
20.0,silver,beauty,china,call center,cc,3.0,12.2,15.0,5.79,1.0,5.0,36.9,5,5,6,0,0,5.489999999999998,31.11,10.37,0,0,0.1861137897782064
68.0,gold,baby,pakistan,marketplace,,1.0,28.6,5.0,3.47,0.0,5.0,30.64,5,5,6,0,0,1.43,27.17,27.17,0,0,0.1277143908722856
73.0,,baby,pakistan,mkt place,cc,1.0,26.12,0.0,0.0,0.0,4.0,26.12,5,5,6,0,0,0.0,26.12,26.12,0,0,0.0
39.0,platinum,electronics,pakistan,call center,debit card,2.0,41.18,0.0,5.7,1.0,5.0,40.52,5,5,6,0,0,0.0,82.36,41.18,1,0,0.069208353569694
69.0,,home,australia,mobile-app,bank transfer,1.0,43.78,0.0,9.61,0.0,4.0,53.39,5,5,6,0,0,0.0,43.78,43.78,1,0,0.219506624029237
32.0,,electronics,pakistan,website,cash on delivery,3.0,22.4,0.0,2.85,0.0,2.0,40.52,5,5,6,0,0,0.0,67.19999999999999,22.399999999999995,1,1,0.0424107142857142
53.0,platinum,beauty,china,,bank transfer,2.0,9.27,110.0,4.75,0.0,5.0,2.9,5,12,3,0,0,20.394,-1.8539999999999992,-0.9269999999999996,0,0,-2.562028047464942
36.0,platinum,home,australia,mobile app,cash on delivery,2.0,32.79,0.0,5.21,0.0,1.0,70.79,0,5,6,0,0,0.0,65.58,32.79,1,1,0.0794449527294907
72.0,silver,home,pakistan,marketplace,cash on delivery,2.0,23.28,0.0,4.59,0.0,4.0,51.15,0,5,6,0,0,0.0,46.56,23.28,1,0,0.0985824742268041
20.0,bronze,electronics,pakistan,,cash on delivery,20.0,31.79,0.0,2.92,0.0,5.0,638.72,5,5,6,0,0,0.0,635.8,31.79,1,0,0.0045926391947153
32.0,bronze,home,china,call center,credit card,1.0,26.17,20.0,6.39,0.0,3.0,27.33,0,8,2,357,0,5.234000000000001,20.936,20.936,0,0,0.3052158960641956
28.0,gold,baby,pakistan,mkt place,debit card,-1.0,20.06,5.0,2.77,0.0,4.0,-16.29,5,5,6,543,0,-1.003,-19.057,19.057,0,0,-0.1453534134438789
20.0,,electronics,china,mobile-app,credit card,1.0,24.89,10.0,7.83,0.0,4.0,30.23,2,3,5,0,0,2.489,22.401,22.401,0,0,0.3495379670550422
55.0,gold,beauty,china,,debit card,2.0,7.81,20.0,3.67,0.0,4.0,16.17,5,7,1,0,0,3.124,12.496,6.247999999999999,0,0,0.2936939820742638
54.0,bronze,beauty,pakistan,,cash on delivery,1.0,7.19,5.0,2.05,0.0,4.0,8.88,0,10,2,461,0,0.3595,6.830500000000001,6.830500000000001,0,0,0.3001244418417392
63.0,silver,electronics,china,marketplace,,1.0,22.0,20.0,9.2,1.0,4.0,26.8,5,5,6,0,0,4.4,17.6,17.6,0,0,0.5227272727272726
37.0,silver,beauty,pakistan,website,credit card,2.0,33.98,20.0,7.79,0.0,4.0,62.16,5,5,6,0,0,13.592,54.368,27.184,1,0,0.1432828134196586
65.0,bronze,kitchen,china,website,bank transfer,1.0,40.14,0.0,0.67,0.0,5.0,40.81,0,5,6,0,0,0.0,40.14,40.14,1,0,0.0166915794718485
62.0,platinum,kitchen,china,mkt place,,1.0,25.12,0.0,2.26,0.0,4.0,27.38,5,5,6,0,0,0.0,25.12,25.12,0,0,0.089968152866242
43.0,silver,,,mkt place,,5.0,13.8,15.0,14.56,0.0,4.0,73.21,5,12,5,0,0,10.35,58.65,11.73,1,0,0.2482523444160272
69.0,gold,electronics,china,website,cash on delivery,1.0,27.94,10.0,2.54,0.0,5.0,27.69,2,5,6,0,0,2.7940000000000005,25.146,25.146,0,0,0.101010101010101
55.0,gold,beauty,uae,mkt place,credit card,4.0,14.98,10.0,11.14,0.0,5.0,65.07,5,5,6,0,0,5.992000000000001,53.928,13.482,1,0,0.206571725263314
42.0,silver,baby,pakistan,marketplace,,1.0,13.33,20.0,7.38,1.0,2.0,18.04,5,5,6,753,0,2.6660000000000004,10.664,10.664,0,1,0.6920480120030008
55.0,gold,home,china,website,,1.0,56.86,5.0,99.99,1.0,5.0,154.01,5,5,6,0,0,2.843,54.017,54.017,1,0,1.8510839180258067
42.0,bronze,electronics,pakistan,website,cc,2.0,19.5,15.0,5.6,0.0,1.0,38.75,534,5,6,0,1,5.85,33.15,16.575,0,1,0.1689291101055806
45.0,bronze,electronics,pakistan,website,cc,1.0,28.93,5.0,3.71,0.0,4.0,31.19,5,5,6,0,0,1.4465,27.4835,27.4835,0,0,0.1349900849600669
40.0,silver,baby,pakistan,website,credit card,1.0,21.87,25.0,6.02,0.0,6.0,22.42,5,5,6,393,0,5.4675,16.4025,16.4025,0,0,0.3670172229843012
69.0,silver,beauty,china,mobile app,debit card,2.0,24.19,10.0,3.26,0.0,5.0,40.52,5,5,6,0,0,4.838,43.542,21.771,1,0,0.074870240227826
22.0,gold,kitchen,pakistan,mobile app,credit card,4.0,32.92,20.0,6.46,0.0,3.0,111.8,5,5,6,0,0,26.336,105.344,26.336,1,0,0.0613229040097205
69.0,gold,kitchen,australia,marketplace,credit card,2.0,25.76,15.0,0.23,0.0,3.0,44.02,5,5,5,324,0,7.728000000000001,43.792,21.896,1,0,0.0052521008403361
40.0,platinum,kitchen,australia,call center,bank transfer,3.0,18.86,50.0,5.19,0.0,5.0,33.48,169,5,6,301,1,28.29,28.29,9.43,0,0,0.183457051961824
23.0,,kitchen,pakistan,website,bank transfer,2.0,16.63,10.0,0.0,0.0,4.0,40.52,555,5,6,0,1,3.326,29.934,14.967,0,0,0.0
71.0,bronze,baby,china,mkt place,bank transfer,1.0,13.05,0.0,6.64,0.0,5.0,19.69,5,5,6,0,0,0.0,13.05,13.05,0,0,0.5088122605363984
18.0,platinum,baby,pakistan,website,debit card,1.0,32.88,0.0,5.98,0.0,4.0,32.88,0,5,6,0,0,0.0,32.88,32.88,0,0,0.1818734793187348
75.0,platinum,beauty,uae,website,paypal,1.0,23.16,0.0,0.0,0.0,1.0,23.16,31,1,1,0,1,0.0,23.16,23.16,0,1,0.0
45.0,,kitchen,pakistan,,cc,10.0,15.41,25.0,8.26,0.0,4.0,123.83,5,5,6,0,0,38.525,115.575,11.5575,1,0,0.0714687432403201
43.0,platinum,beauty,pakistan,marketplace,credit card,1.0,29.61,5.0,6.33,0.0,4.0,34.46,876,5,6,35,1,1.4805,28.1295,28.1295,0,0,0.2250306617607849
44.0,bronze,beauty,uae,website,cash on delivery,2.0,15.7,10.0,5.33,0.0,1.0,33.59,593,5,6,0,1,3.14,28.26,14.13,0,1,0.1886058032554848
61.0,gold,baby,pakistan,,cod,1.0,9.55,25.0,10.05,0.0,5.0,17.21,5,5,6,233,0,2.3875,7.1625000000000005,7.1625000000000005,0,0,1.4031413612565444
42.0,platinum,electronics,china,website,,1.0,19.39,0.0,9.79,0.0,3.0,29.18,5,6,3,0,0,0.0,19.39,19.39,0,0,0.5048994326972666
70.0,gold,electronics,pakistan,call center,cc,3.0,22.72,0.0,0.0,0.0,2.0,68.16,575,5,6,0,1,0.0,68.16,22.72,1,1,0.0
32.0,bronze,electronics,pakistan,call center,,2.0,50.42,10.0,6.06,1.0,4.0,96.82,5,7,6,66,0,10.084,90.756,45.378,1,0,0.0667724447970382
24.0,bronze,beauty,china,,bank transfer,1.0,10.76,20.0,2.04,0.0,4.0,10.65,0,5,6,0,0,2.152,8.608,8.608,0,0,0.2369888475836431
23.0,silver,electronics,china,marketplace,cc,1.0,27.65,15.0,12.48,1.0,4.0,35.98,5,12,2,0,0,4.1475,23.5025,23.5025,0,0,0.5310073396447187
72.0,gold,home,china,mkt place,cod,1.0,34.49,5.0,2.27,0.0,4.0,35.04,5,5,6,0,0,1.7245,32.7655,32.7655,0,0,0.0692801880026247
45.0,platinum,kitchen,china,marketplace,cod,2.0,27.66,0.0,5.96,0.0,5.0,61.28,0,5,6,0,0,0.0,55.32,27.66,1,0,0.1077368040491684
72.0,platinum,baby,uae,call center,cash on delivery,2.0,79.54,10.0,12.14,0.0,4.0,155.31,5,5,6,0,0,15.908,143.17200000000005,71.58600000000001,1,0,0.0847931159723968
35.0,,electronics,pakistan,mobile app,,3.0,24.65,20.0,4.03,1.0,5.0,63.19,0,5,6,0,0,14.789999999999996,59.15999999999999,19.719999999999995,1,0,0.0681203515889114
20.0,gold,electronics,china,website,cc,3.0,24.38,0.0,5.76,0.0,4.0,78.9,55,5,6,0,1,0.0,73.14,24.38,1,0,0.0787530762920426
58.0,silver,home,china,,credit card,1.0,70.8,10.0,10.06,0.0,2.0,73.78,0,5,6,0,0,7.08,63.72,63.72,1,1,0.1578782172002511
72.0,platinum,home,australia,call center,cc,2.0,30.21,5.0,0.0,1.0,5.0,60.42,10,7,3,0,1,3.0210000000000004,57.399,28.6995,1,0,0.0
61.0,bronze,home,china,marketplace,bank transfer,2.0,30.61,0.0,9.86,1.0,4.0,40.52,42,5,6,0,1,0.0,61.22,30.61,1,0,0.1610584776216922
51.0,bronze,beauty,china,website,paypal,1.0,7.18,10.0,6.87,0.0,3.0,13.33,5,5,6,0,0,0.718,6.462,6.462,0,0,1.06313834726091
53.0,platinum,baby,pakistan,,paypal,2.0,20.92,5.0,7.53,0.0,5.0,47.28,62,4,6,0,1,2.092,39.748000000000005,19.874,1,0,0.1894434940122773
45.0,,electronics,pakistan,mobile app,credit card,1.0,17.82,0.0,2.84,0.0,3.0,40.52,0,5,6,0,0,0.0,17.82,17.82,0,0,0.159371492704826
21.0,gold,baby,pakistan,call center,,4.0,27.27,0.0,5.03,1.0,4.0,114.11,886,5,6,0,1,0.0,109.08,27.27,1,0,0.0461129446277961
75.0,,electronics,china,website,cc,2.0,18.65,0.0,10.42,0.0,5.0,47.72,5,5,6,0,0,0.0,37.3,18.65,1,0,0.2793565683646112
65.0,,home,china,mobile app,cod,3.0,23.85,15.0,8.54,0.0,1.0,69.36,5,6,4,448,0,10.732500000000002,60.81750000000001,20.272500000000004,1,1,0.1404201093435277
72.0,silver,kitchen,australia,call center,debit card,3.0,16.94,5.0,6.98,0.0,4.0,55.26,5,5,6,0,0,2.5410000000000004,48.27900000000001,16.093000000000004,1,0,0.1445763168251206
-4.0,,kitchen,china,website,cod,1.0,13.27,110.0,3.44,0.0,5.0,2.11,5,1,2,0,0,14.597,-1.3270000000000015,-1.3270000000000015,0,0,-2.592313489073094
42.0,silver,home,china,mobile-app,bank transfer,2.0,32.18,50.0,5.64,0.0,4.0,37.82,5,4,1,0,0,32.18,32.18,16.09,0,0,0.1752641392169049
26.0,bronze,electronics,pakistan,call center,cash on delivery,10.0,27.01,20.0,5.54,0.0,4.0,40.52,5,5,6,0,0,54.02,216.08,21.608,1,0,0.0256386523509811
38.0,,electronics,pakistan,,,1.0,32.07,5.0,0.98,0.0,3.0,31.45,5,5,6,0,0,1.6035,30.4665,30.4665,0,0,0.0321664779347808
60.0,,beauty,china,mobile app,credit card,1.0,10.46,0.0,14.82,0.0,5.0,25.28,1024,5,6,0,1,0.0,10.46,10.46,0,0,1.4168260038240916
72.0,gold,home,china,website,cash on delivery,1.0,16.41,0.0,3.66,0.0,4.0,20.07,0,5,6,0,0,0.0,16.41,16.41,0,0,0.2230347349177331
28.0,platinum,beauty,pakistan,mkt place,cash on delivery,2.0,26.73,20.0,4.45,0.0,5.0,47.22,527,5,6,0,1,10.692,42.768,21.384,1,0,0.1040497568275346
72.0,bronze,kitchen,china,call center,credit card,1.0,34.49,5.0,7.11,0.0,0.0,39.88,443,5,6,0,1,1.7245,32.7655,32.7655,0,1,0.2169965359905998
20.0,bronze,electronics,china,website,paypal,-1.0,21.66,50.0,0.0,0.0,5.0,-10.83,5,5,6,0,0,-10.83,-10.83,10.83,0,0,-0.0
23.0,bronze,kitchen,australia,,bank transfer,1.0,17.86,0.0,1.77,1.0,5.0,19.63,0,5,6,0,0,0.0,17.86,17.86,0,0,0.099104143337066
27.0,,home,china,website,credit card,3.0,54.28,15.0,99.99,0.0,1.0,238.4,0,6,3,637,0,24.426,138.41400000000002,46.138000000000005,1,1,0.7223980233213402
20.0,gold,electronics,china,mobile-app,credit card,2.0,33.15,0.0,8.01,1.0,4.0,40.52,5,5,6,0,0,0.0,66.3,33.15,1,0,0.120814479638009
39.0,bronze,electronics,china,website,cash on delivery,10.0,21.46,10.0,5.38,0.0,4.0,198.52,6,1,1,0,0,21.46,193.14,19.314,1,0,0.027855441648545
65.0,platinum,,,,cash on delivery,4.0,17.19,5.0,11.3,1.0,4.0,76.62,5,5,6,685,0,3.438,65.322,16.3305,1,0,0.1729891920026943
67.0,bronze,beauty,china,mkt place,,1.0,10.5,0.0,8.93,0.0,3.0,19.43,723,5,6,0,1,0.0,10.5,10.5,0,0,0.8504761904761905
19.0,platinum,electronics,pakistan,mkt place,cc,1.0,44.03,0.0,8.51,0.0,4.0,52.54,196,5,6,0,1,0.0,44.03,44.03,1,0,0.1932773109243697
52.0,,kitchen,china,mobile-app,credit card,3.0,10.84,5.0,6.12,0.0,1.0,37.01,513,5,6,0,1,1.6259999999999997,30.893999999999995,10.297999999999998,0,1,0.1980967178092834
21.0,gold,kitchen,pakistan,call center,cc,4.0,20.58,10.0,0.0,0.0,4.0,74.09,5,5,6,0,0,8.232,74.088,18.522,1,0,0.0
44.0,gold,home,china,website,cash on delivery,3.0,21.21,10.0,1.36,0.0,3.0,58.63,486,5,6,0,1,6.363,57.267,19.089,1,0,0.0237484065866904
63.0,,,,mobile app,cod,1.0,11.53,0.0,6.6,1.0,1.0,18.13,5,5,6,420,0,0.0,11.53,11.53,0,1,0.572419774501301
32.0,gold,kitchen,pakistan,website,cc,3.0,21.59,5.0,5.06,0.0,1.0,66.59,183,5,6,0,1,3.2385,61.5315,20.5105,1,1,0.0822343027554992
54.0,silver,electronics,pakistan,,cod,2.0,57.62,0.0,3.71,0.0,4.0,40.52,317,5,6,0,1,0.0,115.24,57.62,1,0,0.0321936827490454
45.0,gold,beauty,china,call center,cash on delivery,2.0,11.77,10.0,7.88,0.0,2.0,40.52,0,5,6,0,0,2.354,21.186,10.593,0,1,0.3719437364297177
